url,title,location,date,ad_id,price_total,ad_text,size,progress_cons,clean_coords,area,price,p_int,a_int,price_m2,p2_int,mylocation
https://www.unegui.mn/adv/9299916_tasgan-tovert-offis-khudaldana/,Тасган товерт оффис 74мк талбай,"УБ — Чингэлтэй, Баянбүрдийн тойрог",Нийтэлсэн: Өнөөдөр 09:12,9299916,482.04 сая ₮,"Хувь лизинг хийх боломжтой
Бизнес эрхлэгчид болон. хөрөнгө оруулагч нарын анхааралд..
Баян бүрдийн тойрогийн баруун урд талд “Тасган товер” оффист жижиг талбайтай оффис-ыг 50% урьдчилгаа төлөөд хувь лизинг хийх боломжтой. Хугацаа 1 жил
74.16мкв = 482,040,000₮ / 50%=241,020,00₮
талбайтай оффис-ыг худалдана
~ 13 давхарт
~ Төв зам руу харсан харууцтай
~ Дотроо АЦ өрөөтэй
~ Гал тогооны хэсэг шийдсэн
Төлбөрийн нөхцөл: Урьдчилгаа төлөөд хувь лизинг хийх боломжтой.
60% -н гэрчилгээ гарсан байгаа.",74 м²,Ашиглалтад орсон,47.9278806292485 106.90571821241,74.0,482.04,"(300.0, 500.0]","(50.0, 100.0]",6.514054054054054,"(5.0, 10.0]",Баянбүрд
https://www.unegui.mn/adv/9451753_tasgan-taurt-39-14mkv-offis-talbai-khudaldana/,Тасган таурт 39.14мкв оффис талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 5",Нийтэлсэн: Өнөөдөр 06:18,9451753,254.41 сая ₮,"Тасган таурт 39.14мкв оффис талбай худалдана.
Гэрчилгээ бэлэн банкаар авах боломжтой",39 м²,Ашиглалтад орсон,47.92397 106.902687,39.0,254.41,"(200.0, 300.0]","(20.0, 50.0]",6.523333333333333,"(5.0, 10.0]",5-р сургууль
https://www.unegui.mn/adv/9457746_khan-uul-i-martyn-urd-offis/,Хан-уул и-мартын урд оффис,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Нийтэлсэн: Өчигдөр 22:27,9457746,7.3 сая ₮,"Хан-Уул E-mart худалдааны төвийн урд төв зам дагуу UNIQ CENTER -т 65м2 оффисын талбай худалдана.
Үнэ: м2-7.300.000 сая
65м2 - 474.500.000
-4 давхарт
-Зүүн харсан цонхтой
-2 орц гарцтай
-Төв зам дагуу",65 м²,Ашиглалтад орсон,47.8927222013864 106.923521825545,65.0,7.3,"(-inf, 15.0]","(50.0, 100.0]",7.3,"(5.0, 10.0]",Зайсан хойно
https://www.unegui.mn/adv/9455848_talbain-baruun-tald-davkhar-bukhleeree-offis-210mkv-khudaldana/,Талбайн баруун талд давхар бүхлээрээ оффис 210мкв,"УБ — Сүхбаатар, Сүхбаатарын талбай",Нийтэлсэн: Өчигдөр 14:14,9455848,"1.4 Тэрбум ₮
үнэ тохирно","Төв талбайн баруун талд Төв шуудангийн ард давхар бүхэлдээ 210мкв талбайтай оффис худалдана
- 50% бэлэн +50% бартер, хувь лизинг сонсоно",210 м²,Ашиглалтад орсон,47.9188290307491 106.917622814522,210.0,1400.0,"(1000.0, 5000.0]","(100.0, 400.0]",6.666666666666667,"(5.0, 10.0]",Талбай
https://www.unegui.mn/adv/9432720_tasgan-taurt-zakh-zeeliin-unees-dooguur-uneer-33-44m-kv-offisyn-talbai/,Тасган таурт оффисын 33.44 мкв талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 5",Нийтэлсэн: Өчигдөр 12:31,9432720,"175 сая ₮
193.95 сая ₮","𝗙𝗢𝗥 𝗦𝗔𝗟𝗘
Чингэлтэй дүүрэг 𝟱-𝗽 𝘅𝗼𝗽𝗼𝗼, Улаанбаатар хотын төв цэгээс 𝟮км зайд байрлах, төв зам дагуу, 𝟭𝟬𝟬% бүрэн цутгамал хийцлэлтэй, 𝟮.𝟴 м өндөр таазтай, нийт 𝟰𝟬𝟬 оффис үйлчилгээ цогцолсон 𝗧𝗔𝗦𝗚𝗔𝗡 𝗧𝗢𝗪𝗘𝗥-ын 𝟰 давхарт 𝟯𝟯.𝟰𝟰𝗺² талбайг худалдана.
▪️Нийт 𝟭𝟳 давхар оффис, үйлчилгээний төв
▪️Нэг давхрын нийт талбай| 𝟭𝟯𝟲𝟰𝗺²
▪️Өрөөндөө гал тогооны хэсэг болон ариун цэврийн өрөөтэй
▪️𝗕𝟯-𝟰 давхар хүртэл нийт 𝟳 давхар 𝟮𝟴𝟬 машины дулаан зогсоолтой, гадна талдаа 𝟴𝟬-𝟭𝟬𝟬 машины зогсоолтой.
▪️Талбай нэмэх боломжтой.",34 м²,Ашиглалтад орсон,47.92397 106.902687,34.0,175.0,"(100.0, 200.0]","(20.0, 50.0]",5.147058823529412,"(5.0, 10.0]",5-р сургууль
https://www.unegui.mn/adv/9454979_tov-shuudangiin-khoino-gadnaasaa-khaalgatai-100-mkv-offis-talbai/,Төв шуудангийн хойно гаднаасаа хаалгатай 100 мкв оффис талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 1",Нийтэлсэн: Өчигдөр 10:57,9454979,650 сая ₮,"📍 ЧД, Төв шуудангийн хойно 100 мкв оффис талбай худалдана
Үнэ: 1 мкв ~ 6,500,000 ₮ / нийт 650сая ₮
- 2 давхарт
- Баруун харсан цонхтой
- Гэрчилгээ бэлэн
- хувааж авах боломжтой
- Бусдаас хамааралгүй гаднаасаа шууд ордог хаалгатай
- 30 хувьд нь хүүтэй хувь лизинг, бартер оролцуулах боломжтой",100 м² м²,Ашиглалтад орсон,47.911627 106.922441,100.0,650.0,"(500.0, 1000.0]","(50.0, 100.0]",6.5,"(5.0, 10.0]",Тэнгис
https://www.unegui.mn/adv/9454959_talbain-baruun-tald-80-mkv-offis-talbai/,Талбайн баруун талд 80 мкв оффис талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 1",Нийтэлсэн: Өчигдөр 10:53,9454959,520 сая ₮,"📍 ЧД, Төв шуудангийн хойно 80 мкв оффис талбай худалдана
Үнэ: 1 мкв ~ 6,500,000 ₮ / нийт 520сая ₮
- 2 давхарт
- Зүүн харсан цонхтой
- Гэрчилгээ бэлэн
- талбай нэмж авах боломжтой
- Бусдаас хамааралгүй гаднаасаа шууд ордог хаалгатай
- 30 хувьд нь хүүтэй хувь лизинг, бартер оролцуулах боломжтой",80 м² м²,Ашиглалтад орсон,47.911627 106.922441,80.0,520.0,"(500.0, 1000.0]","(50.0, 100.0]",6.5,"(5.0, 10.0]",Тэнгис
https://www.unegui.mn/adv/9454946_tov-shuudangiin-khoino-180-mkv-offis/,Төв шуудангийн хойно 180 мкв оффис,"УБ — Чингэлтэй, Чингэлтэй, Хороо 1",Нийтэлсэн: Өчигдөр 10:50,9454946,1.17 Тэрбум ₮,"📍 ЧД, Төв шуудангийн хойно 180 мкв оффис талбай худалдана
Үнэ: 1 мкв ~ 6,500,000 ₮ / нийт 1,170,000,000 ₮
- 2 давхарт
- Баруун, зүүн харсан цонхтой
- Гэрчилгээ бэлэн
- Хувааж авах боломжтой
- Бусдаас хамааралгүй гаднаасаа шууд ордог хаалгатай
- 30 хувьд нь хүүтэй хувь лизинг, бартер оролцуулах боломжтой",180 м²,Ашиглалтад орсон,47.911627 106.922441,180.0,1170.0,"(1000.0, 5000.0]","(100.0, 400.0]",6.5,"(5.0, 10.0]",Тэнгис
https://www.unegui.mn/adv/9215856_khotyn-tovd-city-tower-t-offis-zarna/,Хотын төвд city tower-т 211.69 мк.в оффис,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Нийтэлсэн: Өчигдөр 08:46,9215856,"7.6 сая ₮
үнэ тохирно","Хотын төвд City Tower-т 211.69 мк.в оффис зарна.Дахин хуваалт хийх, өрөөний зохион байгуулалт өөрчлөх боломжтой 3 том заал, 1 амралтын өрөө, 2 нойлын өрөөтэй.Гэрчилгээ бэлэн.Шаардлага хангасан тохиолдолд банкны зээлээр шийдэж өгөх боломжтой.Орон сууц бартердах боломжтой.",212 м²,Ашиглалтад орсон,47.912432 106.921754,212.0,7.6,"(-inf, 15.0]","(100.0, 400.0]",7.6,"(5.0, 10.0]",Талбай
https://www.unegui.mn/adv/9210383_misheel-siti-m3-tauer/,Мишээл сити м3 тауэр оффис,"УБ — Хан-Уул, Мишээл",Нийтэлсэн: 2025-06-16 17:48,9210383,"6.6 сая ₮
үнэ тохирно","- Мишээл ситид оффис худалдана
- М3 блокт бизнес чиглэлээр үйл ажиллагаа явуулах боломжтой.
-Хамгийн урд талын блок
- Зүүн харсан цонхтой
- Дотор заслаа өөрийн хүссэнээрээ хийх боломжтой
- 20 давхарын 4 давхарт
- Хүсвэл 2 хувааж авах боломжтой
- Нар сайн тусдаг, дулаахан
- Харууц сайтай
- Бүх зүйлдээ ойрхон
- Байрлал сайтай
- Шилэн фасадтай, бүрэн цутгамал
- Гоё талбайгаа худалдана аа",175 м² м²,Ашиглалтад орсон,47.891921 106.887409,175.0,6.6,"(-inf, 15.0]","(100.0, 400.0]",6.6,"(5.0, 10.0]",Мишээл
https://www.unegui.mn/adv/9437091_baruun-4-zam-zhem-palast-63mkv-offis/,Баруун 4 зам жэм паласт 63мкв оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: 2025-06-16 13:30,9437091,"570 сая ₮
620 сая ₮","Баруун 4 зам, Gem Palace оффис, худалдаа үйлчмлгээний төвд 63.1мкв Оффис талбай ХУДАЛДАНА
10 давхарт
Үнэ: 570 сая
Бартер сонсоно",63 м²,Ашиглалтад орсон,47.916677 106.897889,63.0,570.0,"(500.0, 1000.0]","(50.0, 100.0]",9.047619047619047,"(5.0, 10.0]",Баруун 4 зам
https://www.unegui.mn/adv/9416469_offis-zarna/,"Шинэ 100 айлд оффис 80,75 мкв","УБ — Баянзүрх, Баянзүрх, Хороо 2",Нийтэлсэн: 2025-06-16 13:21,9416469,"365 сая ₮
үнэ тохирно","100-н айлаас зүүн тийш Шинэ айл барилгын материалын худалдааны төвд оффис зарна.
-Цонх хойшоо болон зүүн харсан
-3 давхарт
-80,75 мк
-Саруулхан өрөө тасалгаатай
-Ажлын 4 н хэсэг өрөө тасалгаатай
-Дотроо нойлгүй (үүдний харалдаа)",81 м²,Ашиглалтад орсон,47.935624 106.939012,81.0,365.0,"(300.0, 500.0]","(50.0, 100.0]",4.506172839506172,"(2.0, 5.0]",КТМС
https://www.unegui.mn/adv/9450490_himchan-center-offis-uilchilgeenii-zoriulalttai-talbai/,Himchan center оффис 67.27мк талбай,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Нийтэлсэн: 2025-06-16 00:57,9450490,"487 сая ₮
үнэ тохирно","📣📣Үнэ буурлааа 📣📣
𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис, үйлчилгээний зориулалттай талбай худалдана.
📍БЗД 26-р хороо, Сүмбэр орд хотхоны замын эсрэг талд.
9/8 давхарт | 67.27 мкв | Оффис, үйлчилгээний талбай
Нийт үнэ: 487.000.000₮
Төлбөрийн нөхцөл:
✔️Бэлэн /Бэлэн төлөлтөнд ярилцана/
✔️Банкны зээлээр авах боломжтой.
✔️Бартерт 20-30% машин сонсоно.
Нэмэлт мэдээлэл:
✔️Төв зам дагуу
✔️Гарц, орц сайтай
✔️Цутгамал бетонон караказ, шилэн фасадтай
✔️Том өргөн лифттэй
✔️Хүн амын төвлөрөл ихтэй орчинд, 35.000 хэрэглэгчтэй.
✔️Гэрчилгээ гарахад бэлэн.",67 м²,Ашиглалтад орсон,47.903294 106.948778,67.0,487.0,"(300.0, 500.0]","(50.0, 100.0]",7.268656716417911,"(5.0, 10.0]",Цэцэрлэгт хүрээлэн
https://www.unegui.mn/adv/9450279_misheel-siti-106m2-offis-khudaldana/,Мишээл сити оффис 106мк талбай,"УБ — Хан-Уул, Мишээл",Нийтэлсэн: 2025-06-15 22:31,9450279,"6.5 сая ₮
үнэ тохирно",Бартер сонсоно.,106 м²,Ашиглалтад орсон,47.891921 106.887409,106.0,6.5,"(-inf, 15.0]","(100.0, 400.0]",6.5,"(5.0, 10.0]",Мишээл
https://www.unegui.mn/adv/9447086_baianburd-logos-tovd-50-44-mvk/,Баянбүрд логос төвд оффис 50.44мк талбай,"УБ — Чингэлтэй, Баянбүрд",Нийтэлсэн: 2025-06-14 20:53,9447086,"210 сая ₮
үнэ тохирно","Баянбүрдэд 50.44мвк оффис худалдана.
✅ 12/9
✅ Зүүн харсан цэлгэр цонхтой
✅ Хотын төвд
✅ Засвар хийх шаардлагагүй
✅ Эргэн тойронд автозогсоол сайтай
Үнэ: 210,000,000
https://maps.app.goo.gl/ubDuow7m6tMt13Kr9?g_st=com.google.maps.preview.copy",50 м² м²,Ашиглалтад орсон,47.928945 106.906205,50.0,210.0,"(200.0, 300.0]","(20.0, 50.0]",4.2,"(2.0, 5.0]",Баянбүрд
https://www.unegui.mn/adv/9443778_studiin-zoriulalttai-talbai-zarna/,Парк Вью хотхонд оффис 48мк талбай,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Нийтэлсэн: 2025-06-13 18:27,9443778,4.5 сая ₮,"Парк Вью хотхонд студийн зориулалтаар ашиглаж байсан 47,35м2 талбай худалдана.",48 м²,Ашиглалтад орсон,47.903294 106.948778,48.0,4.5,"(-inf, 15.0]","(20.0, 50.0]",4.5,"(2.0, 5.0]",Цэцэрлэгт хүрээлэн
https://www.unegui.mn/adv/9381076_bairlal-saitai-offis-uilchilgeenii-talbai-khudaldana/,"Оффис, үйлчилгээний талбай","УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Нийтэлсэн: 2025-06-13 16:06,9381076,"850 сая ₮
910 сая ₮ үнэ тохирно","Бөмбөгөр худалдааны төвийн хажууд 130мкв талбайтай оффис, үйлчилгээний талбай худалдана. Өвөлдөө дулаахан. Гадна харууц сайтай. Үйлчилгээний төв, автобусны буудалтай ойр.",130 м²,Ашиглалтад орсон,47.917773 106.898907,130.0,850.0,"(500.0, 1000.0]","(100.0, 400.0]",6.538461538461538,"(5.0, 10.0]","40, 50 мянгат"
https://www.unegui.mn/adv/9442977_baruun-4-zam-grand-plaza-d-offis-talbai-khudaldana/,Баруун 4 зам grand plaza- д оффис талбай,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: 2025-06-13 14:55,9442977,5.5 сая ₮,"Баруун 4 зам Grand plaza- д оффис талбай худалдана
- Урагшаа болон баруун харсан цонхтой
- Дотроо АЦӨ-тэй
- Гэрчилгээ бэлэн",118 м²,Ашиглалтад орсон,47.916677 106.897889,118.0,5.5,"(-inf, 15.0]","(100.0, 400.0]",5.5,"(5.0, 10.0]",Баруун 4 зам
https://www.unegui.mn/adv/8734441_office-khudaldana/,11-р хорооллын зам дагуу office,"УБ — Сүхбаатар, 11-р хороолол",Нийтэлсэн: 2025-06-11 13:51,8734441,"5 сая ₮
үнэ тохирно","11-р хорооллын зам дагуу, байршил сайтай, Хаан банктай байрны 3 давхарт офиссийн талбай худалдана.",82 м²,Ашиглалтад орсон,47.924962 106.927646,82.0,5.0,"(-inf, 15.0]","(50.0, 100.0]",5.0,"(2.0, 5.0]",11-р хороолол
https://www.unegui.mn/adv/9402438_gegeenten-tsogtsolbor-offis-137-28-m2/,Гэгээнтэн цогцолборт 137.28 м2 оффис,"УБ — Хан-Уул, 120 мянгат",Нийтэлсэн: 2025-06-08 21:09,9402438,9 сая ₮,"🏢Гэгээнтэн цогцолбор 137.28 м2 оффис зарна.
Хаяг: Хан-Уул дүүрэг, 15-р хороо, Тэмээтэй хөшөөний зүүн урд зам дагуу Гэгээнтэн цогцолбор хойд оффис 10 давхар
Талбай: 137.28 м2 маш цэвэрхэн дотроо ариун цэврийн өрөөтэй
Үнэ: м2 9 сая
🌇🏙🌠Харагдац: Баруун болон хойд зүг рүү харсан 2 талд цэлгэр цонхтой давхартаа 3 ААН тэй
🚘В1 давхарт 1 авто машины дулаан зогсоолтой
Тавилга үнэ тохиролцоно
Дотроо ариун цэврийн өрөөтэй
Жич: ✅Агент оролцуулахгүй
✅Нэр шилжих гэрчилгээ хувь хүн дээр бэлэн байна
✅Бартер хийх боломжгүй
✅Авто зогсоол тусдаа 60 сая үнэлгээтэй
✅БАНК болон ББСБ-ын зээлээр авах боломжтой",137 м²,Ашиглалтад орсон,47.901399 106.910038,137.0,9.0,"(-inf, 15.0]","(100.0, 400.0]",9.0,"(5.0, 10.0]",120 мянгат
https://www.unegui.mn/adv/9432807_chd-iin-khazhuud-offis-uilchilgeenii-talbai-khudaldana/,Чд-ийн хажууд оффис үйлчилгээний талбай,"УБ — Чингэлтэй, Тэнгис кино театр",Нийтэлсэн: Өнөөдөр 11:46,9432807,790 сая ₮,"Хотын төвд ЧД-ийн хажууд #оффис үйлчилгээний талбай худалдана
📍143мкв
📍4 өрөө
📍8/3 давхарт
📍Үл хөдлөхийн гэрчилгээ бэлэн",143 м²,Ашиглалтад орсон,47.9229357794646 106.904755282749,143.0,790.0,"(500.0, 1000.0]","(100.0, 400.0]",5.524475524475524,"(5.0, 10.0]",Тэнгис
https://www.unegui.mn/adv/9209604_khan-uul-e-mart-khudaldaany-toviin-urd-uniq-center-t-50mkv-offis/,Хан-уул e-mart худалдааны төвийн урд uniq center -т 50мкв оффис,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Нийтэлсэн: Өнөөдөр 11:43,9209604,"365 сая ₮
үнэ тохирно","🏢хан-уул e-mart худалдааны төвийн урд төв зам дагуу uniq center -т 50мкв оффис талбай худалдана.
үнэ: м2-7.300.000 сая
50м2 - 365.000.000
-5 давхарт
-зүүн, баруун харсан цонхтой
-ариун цэврийн өрөөтэй
-2 орц гарцтай
-төв зам дагуу
-бүх төрлийн үйлчилгээ явуулах боломжтой",50 м² м²,Ашиглалтад орсон,47.900294 106.917729,50.0,365.0,"(300.0, 500.0]","(20.0, 50.0]",7.3,"(5.0, 10.0]",Зайсан хойно
https://www.unegui.mn/adv/9209528_khud-e-mart-urd-offis-zarna/,Худ e-mart урд оффис 25мкв,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Нийтэлсэн: Өнөөдөр 11:43,9209528,182.5 сая ₮,"🏢Хан-Уул E-mart худалдааны төвийн урд төв зам дагуу UNIQ CENTER -т оффисын талбайг бүтнээр болон хэсэгчилж худалдана.
Үнэ: м2-7.300.000 сая
- 25м2 – 182.500.000
-5 давхарт
-Зүүн, баруун харсан цонхтой
-Ариун цэврийн өрөөтэй
-2 орц гарцтай
-Төв зам дагуу
-Бүх төрлийн үйлчилгээ явуулах боломжтой",25 м²,Ашиглалтад орсон,47.900294 106.917729,25.0,182.5,"(100.0, 200.0]","(20.0, 50.0]",7.3,"(5.0, 10.0]",Зайсан хойно
https://www.unegui.mn/adv/9267795_grand-plazad-grandplaza-tokhizhilttoi-offis-khudaldana/,Гранд плазад оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: Өчигдөр 22:46,9267795,1.35 Тэрбум ₮,"#Гранд_плазад , #GrandPlaza тохижилттой оффис худалдана.
- 242,1мk талбайтай
- 12/9давхарт
- Урагшаа, зүүн, баруун харсан цонхтой
- Тавилга, тохижилтыг дагалдуулж өгнө
- м2- 5,6сая₮/ Нийт үнэ 1.355.760.000",242 м²,Ашиглалтад орсон,47.916677 106.897889,242.0,1350.0,"(1000.0, 5000.0]","(100.0, 400.0]",5.578512396694215,"(5.0, 10.0]",Баруун 4 зам
https://www.unegui.mn/adv/9373994_13-r-khoroolold-182m2-offis-uilchilgeenii-talbai-zarna/,"13-р хороололд 182м2 оффис, үйлчилгээний талбай","УБ — Баянзүрх, 13-р хороолол",Нийтэлсэн: Өчигдөр 22:45,9373994,880 сая ₮,"🏢13 хороолол Шинэ монгол сургуулийн баруун талд 182мкв оффис, үйлчилгээний талбай #ХУДАЛДАНА
▪️1 давхарт, хойшоо урагшаа харууцтай. Агаар сэлгэлт маш сайн
▪️Оффис, Цэцэрлэг сургалтын төв, өдөр өнжүүлэх бүхий л чиглэлээр ашиглах боломжтой
▪️Шинэ Монгол, Оюунлаг, Шинэ үе, Төгс дэлгэрэх сургуулиудтай ойр
▪️Төвийн шугаманд холбогдсон
▪️380 V цахилгаантай
▪️Шалны халаалттай
▪️Тохижилттой. Суурилуулсан тавилгууд үлдэнэ
Худалдах үнэ: 880 сая₮
#оффис #үйлчилгээ",182 м²,Ашиглалтад орсон,47.913249 106.938278,182.0,880.0,"(500.0, 1000.0]","(100.0, 400.0]",4.835164835164835,"(2.0, 5.0]",13-р хороолол
https://www.unegui.mn/adv/9132959_metro-moll-n-metro-bizenes-toviin-khoino-46-8m2-offis/,"Метро молл-н, метро бизнес төвийн хойно 46.8м2 оффис","УБ — Сүхбаатар, Бага тойрог",Нийтэлсэн: Өчигдөр 22:08,9132959,4.9 сая ₮,"Хотын ААА байрлал, Metro mall худалдааны төвийн ард Metro Business Center- t оффис худалдна.
46.8 м2 _ үнэ м2 > 4.8 сая
< 5.2 сая / тавилгатай/",47 м²,Ашиглалтад орсон,47.922769 106.917593,47.0,4.9,"(-inf, 15.0]","(20.0, 50.0]",4.9,"(2.0, 5.0]",Бага тойрог
https://www.unegui.mn/adv/9437925_sbd-dolgoon-nuurt-khoimor-offisd-offis-khudaldna/,"Сбд, дөлгөөн нуурын тойрог, хоймор оффисд 67,42м2 оффис","УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Нийтэлсэн: Өчигдөр 22:05,9437925,3.9 сая ₮,"Сүхбаатарын тайлбайгаас ердөө 1км-ийн зайд байрших бүрэн үйлчилгээт Хоймор оффист, оффис худалдна.
🟩 Япон стандартын хөрөнгийн менежмент
🟩 Цэвэрлэгээ үйлчилгээ
🟩 24/7 харуул хамгаалалт
🟩 Ашиглалтын зардалд цэвэрлэгээ үйлчилгээ багтсан",67 м²,Ашиглалтад орсон,47.931917 106.912458,67.0,3.9,"(-inf, 15.0]","(50.0, 100.0]",3.9,"(2.0, 5.0]",Дөлгөөн нуур
https://www.unegui.mn/adv/9282452_narny-guurnii-zuun-khoino-js-tower-t-100mkv-offis-khudaldana/,Бгд нарны гүүрний зүүн хойно js tower-т 100мкв оффис,"УБ — Баянгол, Тээврийн товчоо",Нийтэлсэн: Өчигдөр 16:42,9282452,"5.5 сая ₮
үнэ тохирно","Нарны гүүрний зүүн хойно JS tower-т 100мкв оффис худалдана
• 4 давхарт
• урагшаа, баруун, хойшоо харсан
• гэрчилгээ бэлэн
• дотроо ариун цэврийн өрөөтэй
• 3 жижиг өрөө 1 том заалтай
• цайны өрөөтэй
мкв үнэ: 5.5сая",100 м² м²,Ашиглалтад орсон,47.912084 106.894862,100.0,5.5,"(-inf, 15.0]","(50.0, 100.0]",5.5,"(5.0, 10.0]",Тээврийн товчоо
https://www.unegui.mn/adv/9452571_khudaldaa-uilchilgee-surgaltyn-tov-tsetserleg-offis-bolgozh-ashiglakh-bolomzhtoi/,"Худалдаа үйлчилгээ, сургалтын төв, цэцэрлэг, оффис","УБ — Баянзүрх, Чухаг хороолол",Нийтэлсэн: 2025-06-16 15:43,9452571,"1.42 Тэрбум ₮
үнэ тохирно","🌟 Худалдах үйлчилгээний талбай - ЧУХАГ 2 хотхонд
📍 Байршил: БЗД, 26-р хороо, Дүнжингарав худалдааны төвийн урд, ЧУХАГ-2 хотхон
🏢 Талбайн хэмжээ: 283.7 м.кв
📐 Давхар: 2 давхарт
📄 Эзэмшлийн гэрчилгээ бэлэн
💰 Үнэ: 1 м.кв = 5,000,000₮
Нийт үнэ: 1,418,500,000₮
💳 Төлбөрийн нөхцөл:
• Банк болон ББСБ-ийн зээлээр авах боломжтой
• Бартер сонсоно
• Бэлэн төлөлтөөр худалдана",283 м²,Ашиглалтад орсон,47.9043790983856 106.948672858817,283.0,1420.0,"(1000.0, 5000.0]","(100.0, 400.0]",5.017667844522968,"(5.0, 10.0]",Дүнжингарав
https://www.unegui.mn/adv/9384075_tengis-mn-tauer-60-mkv-offis/,"Тэнгис, МН тауэр 60 мкв оффис","УБ — Чингэлтэй, Урт цагаан",Нийтэлсэн: 2025-06-16 13:50,9384075,"7.7 сая ₮
үнэ тохирно","MN Tower, 60м² Оффисын талбай худалдана.
16 давхарт
Цонхны харууц: Баруун
Нийт үнэ: 462,000,000₮
(М² үнэ: 7,700,000₮)
Онцлогууд:
• Хотын төвийн А зэрэглэлийн байршил
• Цэвэрхэн тохижилттой, ашиглалтад орсон
• Өндөр зэрэглэлийн оффисын орчин
• Саруулхан, байгалийн гэрэл сайтай",60 м² м²,Ашиглалтад орсон,47.9194651787068 106.904787349781,60.0,7.7,"(-inf, 15.0]","(50.0, 100.0]",7.7,"(5.0, 10.0]",Бөмбөгөр
https://www.unegui.mn/adv/9005605_seoul-plaza-d-offis-khudaldana/,Seoul plaza-д оффис,"УБ — Сүхбаатар, Хүүхдийн 100",Нийтэлсэн: 2025-06-16 13:32,9005605,650 сая ₮,"Хотын төвд ААА зэрэглэл хүүхдийн 100-д байрлах Seoul plaza-д 65м- оффис худалдана. Маш цэвэрхэн цэвэрлэгээ сайтай. - 24 цаг ажиллах боломжтой.
- 10/6 давхарт
- Урагшаа харсан цонхтой
- Гал тогооны хэсэгтэй
- Шилэн хаалттай 1 өрөөтэй
Төлбөрийн нөхцөл бэлэн болон банкаар худалдаж авах боломжтой.
Гэрчилгээ бэлэн.",65 м²,Ашиглалтад орсон,47.9131348714244 106.902142765518,65.0,650.0,"(500.0, 1000.0]","(50.0, 100.0]",10.0,"(5.0, 10.0]",Хүүхдийн 100
https://www.unegui.mn/adv/9451901_baianburded-offis-khudaldana/,Баянбүрдэд оффис,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Нийтэлсэн: 2025-06-16 13:31,9451901,210 сая ₮,"Баянбүрдэд 50.44мвк оффис худалдана.
Үнэ-210 сая
✅ 12/9
✅ Зүүн харсан цэлгэр цонхтой
✅ Хотын төвд
✅ Засвар хийх шаардлагагүй
✅ Эргэн тойронд автозогсоол сайтай",50 м² м²,Ашиглалтад орсон,47.931917 106.912458,50.0,210.0,"(200.0, 300.0]","(20.0, 50.0]",4.2,"(2.0, 5.0]",Дөлгөөн нуур
https://www.unegui.mn/adv/9344603_sbd-1-khoroo-aaa-bairshild-320m2-offis/,"СБД, 1-р хороо ААА байршилд 320 м2 оффис","УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Нийтэлсэн: 2025-06-16 08:16,9344603,3.2 Тэрбум ₮,"💎СБД 1 хороо ААА байршилд 320м2 оффис худалдана.
Үнэ:3.2тэрбум₮.
✅Засвар сайтай, олон өрөөтэй
✅Таазны өндөр 5м, Харагдац сайхан
-Блю скай, Меру товер, ICC, Шангрила, Чойжин музей, Хуримын ордонгийн хажууд",320 м²,Ашиглалтад орсон,47.912432 106.921754,320.0,3200.0,"(1000.0, 5000.0]","(100.0, 400.0]",10.0,"(5.0, 10.0]",Талбай
https://www.unegui.mn/adv/9216881_misheel-siti-m1-t-offis-zarna/,Мишээл сити м1-т оффис,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Нийтэлсэн: 2025-06-15 22:12,9216881,"7.5 сая ₮
8 сая ₮","Ашиглалтанд орсон засвар хийсэн 106.53м2 оффис болон бусад зориулалтаар ашиглаж болохоор талбай худалдана. Бартер сонсоно. харууц маш гоё, 17 давхарт",106 м²,Ашиглалтад орсон,47.893878 106.887541,106.0,7.5,"(-inf, 15.0]","(100.0, 400.0]",7.5,"(5.0, 10.0]",19-р хороолол
